,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
805,0,1.6125732136881425,0.3989448809562679,1.4052480599703452,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False
806,0,-0.5876006952326126,-0.3190486958265014,-0.5405430767348045,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
807,0,1.5718292524118322,1.4543289579402001,2.352720200646515,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
808,0,0.3087664528462136,1.213335743510798,0.807284629146641,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
809,0,-1.2802480369298874,0.1579516665268661,-0.9766789453597153,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
810,0,1.0421577558197987,1.278154608081465,1.647548215803435,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False
811,0,1.5310852911355222,1.3030849406086444,2.1913117665395667,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False
812,0,0.3902543753988342,-1.3145999747452028,-0.518439584733279,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False
813,0,0.06430268518835193,-1.1434116913919037,-0.5932429194410365,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
814,1,-1.1172721918246462,-1.4874502802669807,-0.9658257337182478,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False
815,0,-0.3023929662984406,0.6582203392389346,-0.08614204705474071,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
816,0,-1.2395040756535771,0.7114050486302511,-0.9285233335440167,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True
817,0,0.9199258719908678,1.2931128075977727,1.4883236596487335,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False
818,0,-0.46536881140368175,1.5424161328695678,0.014911941826485038,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
819,0,1.5310852911355222,0.7712378466954819,1.6337831668923053,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False
820,0,1.1643896396487294,1.3811999825271402,1.9712474589475326,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
821,0,0.4309983366751445,0.47705992287476395,0.5661756794693217,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
822,0,0.5939741817803856,1.273168541576029,1.149734339557501,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False
823,0,-1.1172721918246462,-0.02819481634274062,-0.8670218009090335,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False
824,0,1.2051336009250397,-1.296317730891938,-0.31736839751381296,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False
825,0,-0.6690886177852331,0.8194364895813623,-0.37635516159772436,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
826,1,-1.0357842692720256,1.0238652163042339,-0.7230843904200576,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
827,0,-0.7505765403378537,-1.304627841734331,-0.8430432621808316,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
828,0,1.1236456783724194,0.8692971546357213,1.3986081886205854,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
829,0,0.06430268518835193,-0.6630872847015785,-0.3709064964037356,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
830,0,0.7162060656093164,1.4543289579402001,1.4680069768808641,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False
831,0,0.22727853029359305,-1.3212480634191175,-0.5820808765739987,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
832,0,1.5310852911355222,0.3091956838584216,1.2966497654359042,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
833,0,0.18653456901728277,0.7978302013911399,0.46644525298339684,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
834,1,-1.1580161531009565,0.46708778986389177,-0.8781838437760713,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
835,1,1.1236456783724194,0.9457501743857384,1.54029554303755,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
836,0,1.2051336009250397,0.21944648676057582,0.9723769785871766,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
837,0,-1.2802480369298874,-0.6780454842178864,-0.9877748101069881,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
838,0,0.1457906077409725,0.4787219450432425,0.25220461993068644,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
839,0,0.4717422979514547,-1.4758161250876303,-0.6078462245358567,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
840,1,0.9199258719908678,1.1701231671303538,1.4232705679196929,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False
841,0,1.6125732136881425,1.3363253839782172,2.3411610890608863,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False
842,0,-0.8320644628904743,-1.495760391109374,-0.9060668915704109,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
843,0,-0.791320501614164,-1.128453491875596,-0.83349155356141,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
844,0,-1.2802480369298874,0.8343946890976701,-0.967700780444924,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
845,0,-0.7098325790615434,-1.4708300585821945,-0.8767941032610053,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
846,0,1.3273654847539706,0.6665304500813278,1.4011670759181674,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
847,0,-0.8320644628904743,-1.052000472125579,-0.8111454084540792,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
848,0,1.6125732136881425,0.9041996201737725,1.9848360328726218,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
849,0,1.6125732136881425,0.8310706447607126,1.8649653986048673,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
850,0,1.6125732136881425,1.695322172369602,2.7323620143653313,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
851,0,0.797693988161937,0.6765025830921999,0.9611487576003739,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
852,0,-1.2395040756535771,-1.327896152093032,-0.9800099107212227,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
853,0,-1.1172721918246462,-0.01489863899491184,-0.8517787739898177,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
854,0,1.4495973685829016,-1.472492080750673,-0.37871551453601093,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
855,0,1.2051336009250397,1.17510923363579,1.8222584519831577,False,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False
856,0,1.6125732136881425,0.706418982124815,1.7763749556127253,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
857,0,-1.2802480369298874,-0.46530664665262134,-0.984951210330346,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
858,0,1.368109446030281,0.8044782900650546,1.5950248480832434,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
859,0,1.6125732136881425,5.9560521395953924e-05,1.0749310048497436,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False
860,0,-0.26164900502213034,-1.495760391109374,-0.8056085057670704,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
861,0,1.2866215234776603,0.9507362408911745,1.5613622444960897,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
862,1,-0.506112772679992,0.29423748434211433,-0.36168567838313903,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
863,0,-1.1987601143772668,1.0072449946194475,-0.8717425067856067,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
864,0,-0.42462485012737144,0.9922867951031402,-0.0788624538805856,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
865,0,-1.1580161531009565,0.525258565760644,-0.866558554070678,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True
866,0,1.2051336009250397,-0.8575438784135787,0.023890106741276295,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
867,0,-1.1172721918246462,-1.472492080750673,-0.9613476809474796,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
868,0,1.082901717096109,0.6897987604400287,1.2359203108648462,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
869,0,-1.1987601143772668,-1.2763734648701943,-0.9538695534140293,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False
870,0,1.6125732136881425,1.1102903690651231,2.087963602839819,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False
871,0,1.0014137945434884,1.0886840808749008,1.4624038960740904,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
872,0,1.368109446030281,-1.4907743246039378,-0.44745252159863924,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
873,0,1.1236456783724194,-0.46530664665262134,0.3282873982872349,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
874,0,0.512486259227765,1.160151034119482,1.0372535953301774,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
875,0,-1.1987601143772668,-0.997153740565784,-0.9570902219092617,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
876,0,-0.7098325790615434,1.3396494283151743,-0.30907407316992713,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
877,0,0.7569500268856267,-0.1545085011471169,0.35017029655621024,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False
878,0,1.1236456783724194,-0.001602461647082585,0.7748132317152581,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
879,0,0.02355872391204165,-0.3373309396797665,-0.2726981666724066,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
880,0,-0.9135523854430948,1.5058516451630375,-0.5470726512182891,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
881,1,-0.26164900502213034,-1.5123806127941604,-0.7849168136538659,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
882,0,-1.076528230548336,0.6349520288802342,-0.787850710296783,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
883,0,1.4088534073065913,1.5440781550380462,2.3066822886632976,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False
884,0,0.6754621043330061,-0.9639132971962113,-0.2211674707486905,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
885,0,-1.2802480369298874,-1.4874502802669807,-0.9985177248821806,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
886,1,-1.0357842692720256,0.6499102283965414,-0.7383935954590383,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True
887,1,-0.22090504374582004,1.5191478225108668,0.2533737667132023,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False
888,0,0.18653456901728277,0.8776072654781145,0.42541481872906806,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False
889,0,1.24587756220135,1.1884054109836186,1.7347709776537665,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
890,0,-0.05792919864057891,0.8144504230759262,0.23810868042073163,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
891,0,0.7162060656093164,1.2980988741032085,1.2064710475694007,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
892,1,-0.01718523736426863,0.5418787874454303,0.14821673440654357,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
893,0,-1.2802480369298874,-1.336206262935425,-0.9965103219159743,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
894,0,1.24587756220135,0.5452028317823878,1.1831763494121046,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False
895,0,-0.09867315991688919,0.9806526399237896,0.1748865166718572,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
896,0,1.5718292524118322,1.7052943053804734,2.6591469545319346,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
897,0,0.8384379494382472,1.354607627831482,1.4995739400087913,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
898,0,-0.8320644628904743,1.1335586794238242,-0.51281444455325,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
899,0,0.7162060656093164,0.9839766842607471,1.1610287386640687,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
900,0,-1.2395040756535771,-1.5057325241202457,-0.9952088188939283,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
901,0,-0.9542963467194051,1.1136144134020802,-0.5999269095373061,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
902,0,-0.6283446565089229,0.9656944404074818,-0.29014713091712385,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
903,0,0.9606698332671781,1.3562696499999605,1.6700487765235508,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,False
904,0,1.4088534073065913,0.5501888982878235,1.3744311155330888,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False
905,1,-0.9542963467194051,1.1867433888151402,-0.6020887281162977,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
906,0,-1.1580161531009565,-0.2791601637830144,-0.9037506573786342,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
907,0,-0.5468567339563023,0.018341804374660826,-0.4638867546736258,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
908,0,-0.9950403079957154,-1.4907743246039378,-0.931964595771799,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
909,0,1.5718292524118322,1.5440781550380462,2.5151433659231937,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False
910,1,-0.9135523854430948,0.2676451296464558,-0.7035397857161138,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
911,1,-0.7098325790615434,0.8044782900650546,-0.4389817222687133,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
912,0,1.6125732136881425,1.3728898716847469,2.4552962862823366,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False
913,0,-0.8320644628904743,-1.4874502802669807,-0.8895664803756593,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
914,0,1.6125732136881425,-1.3162619969136813,-0.21371140258849522,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False
915,1,-1.2802480369298874,0.2909134400051568,-0.974914195499314,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
916,1,-0.38388088885106114,0.35240826023886646,-0.2822498752918284,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
917,0,1.6125732136881425,0.024989893048575452,1.1136231455390406,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
918,0,-0.26164900502213034,0.5285826100976015,-0.03983942259246332,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
919,0,-0.46536881140368175,1.3213671844619093,-0.019368324211808924,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False
920,0,1.1236456783724194,-1.3511644624517327,-0.3429793298628859,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
921,0,-0.8320644628904743,-1.4741541029191516,-0.8947063143440779,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
922,0,-0.6690886177852331,0.35240826023886646,-0.4826151625671338,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
923,0,1.24587756220135,0.49534216672802883,1.104225852532404,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False
924,1,-0.42462485012737144,0.5618230534671742,-0.20400527835628843,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
925,0,-0.01718523736426863,0.38232465927148157,0.05331731066346705,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
926,1,-1.1987601143772668,0.48537003371715715,-0.9168980438386234,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
927,0,-0.791320501614164,0.5435408096139093,-0.5872207105424172,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
928,0,1.4495973685829016,1.2947748297662514,2.0983535676429312,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False
929,0,-0.09867315991688919,0.7197151594726443,0.11239231224039853,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False
930,0,-0.6690886177852331,0.3424361272279943,-0.47226931651053167,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
931,0,0.02355872391204165,0.525258565760644,0.1622685551699884,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
932,0,1.6125732136881425,-1.5123806127941604,-0.4317021290945582,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False
933,1,-1.1580161531009565,0.6582203392389346,-0.8484919273748205,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
934,0,-0.8320644628904743,-1.037042272609271,-0.8152484518795121,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
935,1,-1.1580161531009565,0.6133457406900117,-0.8714557349332916,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True
937,0,-1.076528230548336,0.4737358785378064,-0.8156675799713574,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
938,0,1.3273654847539706,1.4377087362554137,2.133405911745151,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False
939,0,-0.7098325790615434,-1.4924363467724167,-0.8659850103660477,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False
940,0,-0.3431369275747509,-1.4542098368974081,-0.7728503364833724,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
941,0,-0.791320501614164,-1.1517218022342968,-0.8387416843961036,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
942,0,-0.3431369275747509,0.5003282332334644,-0.12454741589172273,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
943,0,1.6125732136881425,0.023327870880096913,1.1631464384965504,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
944,0,0.8791819107145575,1.3064089849456015,1.483492656905885,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
945,0,-1.1987601143772668,0.3191678168692938,-0.9121552785887951,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
946,0,-1.1580161531009565,-1.472492080750673,-0.973127386265658,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False
947,1,-0.01718523736426863,0.8825933319835501,0.27055801847885946,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
948,1,0.10504664646466222,1.1385447459292597,0.49082086043018897,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True
949,0,0.10504664646466222,-1.472492080750673,-0.672347831933522,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
950,1,-1.2395040756535771,-0.6597632403646212,-0.9697964209041505,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
951,0,-0.9950403079957154,0.35905634891278065,-0.7710855866229712,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
952,0,-0.42462485012737144,-0.32237274016345874,-0.4544894616669891,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
953,0,-0.7098325790615434,-0.19439703319060395,-0.5859633262668813,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
954,0,-0.42462485012737144,1.0072449946194475,-0.05325152153151277,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True
955,0,-1.2802480369298874,-0.6680733512070144,-0.9876424538674582,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
956,0,1.5718292524118322,-1.3079518860712882,-0.20733624371779583,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False
957,0,-1.1580161531009565,-0.2675260086036639,-0.899206426488101,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
958,0,-0.3023929662984406,0.5634850756356528,-0.11228240436193415,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
959,0,-0.01718523736426863,0.7080810042932936,0.1943208245095259,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
960,1,-1.0357842692720256,-1.1633559574136474,-0.9101037568760788,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
961,0,-0.6283446565089229,-1.472492080750673,-0.8459771588237487,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
962,1,-0.9950403079957154,-0.1295781686199374,-0.7638501121953261,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
963,1,0.9606698332671781,0.28094130699428504,0.7812986874522325,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
